UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Nearby Volcanos
LISA0099,LISAMA-99,6950,Santander,Valle Medio del Magdalena,7.130886,-73.541656,1059572.267968,1280024.050581,560.0,170.68800000000002,27.34656,150.0,65.55555555555556,6950.0,2118.36,72.51493904074688,21.322333805749203,2008.0,227412.42443869513,0
LLAN0001N,LLANITO NORTE-1,7284,Santander,Valle Medio del Magdalena,7.204206,-73.822223,1028573.037298,1288106.038385,239.0,72.8472,27.835763999999998,148.0,64.44444444444444,7284.0,2220.1632,71.82628507559019,19.81409343042448,2008.0,213799.07664394134,0
LLAN0001,LLANITO-1,13460,Santander,Valle Medio del Magdalena,7.189533,-73.818044,1029035.537809,1286483.543325,218.0,66.4464,27.867767999999998,200.0,93.33333333333334,13550.0,4130.04,107.06994341759616,19.177096448847024,2008.0,212756.23634877815,0
LLAN0010,LLANITO-10,6763,Santander,Valle Medio del Magdalena,7.171492,-73.836453,1027003.293504,1284487.126072,294.0,89.61120000000001,27.751943999999998,136.0,57.77777777777778,6763.0,2061.3624,64.50120304676203,17.827655654707794,2008.0,209936.50774365937,0
LLAN0100,LLANITO-100,7860,Santander,Valle Medio del Magdalena,7.169553,-73.826917,1028056.767711,1284273.267554,256.0,78.0288,27.809856,152.0,66.66666666666667,7860.0,2395.728,74.77687131976845,19.604485701118175,2008.0,210388.20063023866,0
LLAN0101,LLANITO-101,7483,Santander,Valle Medio del Magdalena,7.175853,-73.831114,1027592.764558,1284969.754658,324.0,98.7552,27.706224,146.0,63.333333333333336,7483.0,2280.8184,70.96706931294331,18.967246718521434,2008.0,210676.18050178303,0
LLAN0102,LLANITO-102,7958,Santander,Valle Medio del Magdalena,7.150064,-73.842489,1026337.776862,1282116.9947560001,324.0,98.7552,27.706224,168.0,75.55555555555556,7958.0,2425.5984000000003,83.78927367958408,23.12132531072913,2008.0,207624.14233298026,0
LLAN0103,LLANITO-103,7844,Santander,Valle Medio del Magdalena,7.149767,-73.848731,1025648.305114,1282083.773873,278.0,84.73440000000001,27.776328,152.0,66.66666666666667,7844.0,2390.8512,74.75668848625544,19.650056216905277,2008.0,207188.07158785226,0
LLAN0104,LLANITO-104,8015,Santander,Valle Medio del Magdalena,7.147036,-73.848283,1025697.868635,1281781.811836,330.0,100.584,27.69708,166.0,74.44444444444444,7784.0,2372.5632,82.45874197999875,23.08122370775992,2008.0,206973.14516814527,0
LLAN0106,LLANITO-106,7950,Santander,Valle Medio del Magdalena,7.153054,-73.836981,1026945.997934,1282447.999863,298.0,90.83040000000001,27.745848,150.0,65.55555555555556,7950.0,2423.1600000000003,73.77919826346108,18.99723925100327,2008.0,208253.3888012766,0
LLAN0109,LLANITO-109,7730,Santander,Valle Medio del Magdalena,7.168865,-73.843287,1026248.59528,1284196.288233,265.0,80.772,27.796139999999998,150.0,65.55555555555556,7730.0,2356.1040000000003,73.50165382510521,19.398767552325875,2008.0,209255.029751246,0
LLAN0011,LLANITO-11,6900,Santander,Valle Medio del Magdalena,7.156022,-73.846428,1025902.331099,1282775.721528,322.0,98.1456,27.709272,140.0,60.0,6900.0,2103.12,66.8962387358159,18.632777366872027,2008.0,207898.73269434806,0
LLAN0012,LLANITO-12,7475,Santander,Valle Medio del Magdalena,7.162089,-73.847586,1025774.040842,1283446.595213,301.0,91.7448,27.741276,138.0,58.88888888888889,7475.0,2278.38,66.51250021276832,17.01701393655506,2008.0,208366.9094890817,0
LLAN0013,LLANITO-13,8021,Santander,Valle Medio del Magdalena,7.149964,-73.845378,1026018.660637,1282105.771098,311.0,94.7928,27.726036,144.0,62.22222222222223,8021.0,2444.8008,70.53523443670055,17.510301222373844,2008.0,207425.4917109567,0
LLAN0014,LLANITO-14,7606,Santander,Valle Medio del Magdalena,7.163669,-73.841403,1026456.969086,1283621.740038,246.0,74.9808,27.825096,143.0,61.66666666666667,7606.0,2318.3088000000002,69.45602039949033,17.957454330281763,2008.0,208912.1822591772,0
LLAN0015,LLANITO-15,7452,Santander,Valle Medio del Magdalena,7.184719,-73.832667,1027420.713185,1285950.253524,252.0,76.8096,27.815952,140.0,60.0,7483.0,2280.8184,67.63373597960997,17.457673955809007,2008.0,211369.6027610282,0
LLAN0017,LLANITO-17,7625,Santander,Valle Medio del Magdalena,7.178761,-73.831347,1027566.819492,1285291.380897,289.0,88.08720000000001,27.759563999999997,140.0,60.0,7624.999999999999,2324.1,67.81338171554589,17.234119751966738,2008.0,210921.40258932015,0
LLAN0018,LLANITO-18,7860,Santander,Valle Medio del Magdalena,7.148781,-73.851472,1025345.508989,1281974.565658,315.0,96.012,27.719939999999998,144.0,62.22222222222223,7865.0,2397.252,70.33873306968788,17.77818646921053,2008.0,206920.4022955422,0
LLAN0019,LLANITO-19,7716,Santander,Valle Medio del Magdalena,7.153878,-73.859272,1024483.610012,1282537.861096,290.0,88.39200000000001,27.758039999999998,100.0,37.77777777777778,7716.0,2351.8368,45.70618814936977,7.631544905398952,2008.0,206869.13076490158,0
LLAN0002,LLANITO-2,7460,Santander,Valle Medio del Magdalena,7.188969,-73.829436,1027777.296177,1286420.472531,260.0,79.248,27.80376,144.0,62.22222222222223,6537.0,1992.4776000000002,68.66140117148646,20.50594755568969,2008.0,211961.47175002092,0
LLAN0020,LLANITO-20,7768,Santander,Valle Medio del Magdalena,7.158611,-73.833992,1027275.91174,1283062.756733,254.0,77.4192,27.812904,154.0,67.77777777777779,7768.0,2367.6864,75.77187253062301,20.255625293376273,2008.0,208946.0267368977,0
LLAN0021,LLANITO-21,7964,Santander,Valle Medio del Magdalena,7.151267,-73.793758,1031720.722397,1282253.090487,336.0,102.4128,27.687936,145.0,62.77777777777778,7960.0,2426.208,71.0140145405195,17.857528513845267,2008.0,210977.0569745055,0
LLAN0022,LLANITO-22,7908,Santander,Valle Medio del Magdalena,7.142769,-73.850692,1025432.059292,1281309.808418,342.0,104.2416,27.678791999999998,148.0,64.44444444444444,7908.0,2410.3584,72.61516927022713,18.643027223763536,2008.0,206433.62309151198,0
LLAN0023,LLANITO-23,7424,Santander,Valle Medio del Magdalena,7.179731,-73.825297,1028235.030968,1285398.969919,287.0,87.47760000000001,27.762612,151.0,66.11111111111111,7354.0,2241.4992,73.58156246028601,20.44120759011915,2008.0,211404.12610459435,0
LLAN0026,LLANITO-26,7863,Santander,Valle Medio del Magdalena,7.166097,-73.838064,1026825.647388,1283890.433262,280.0,85.34400000000001,27.77328,162.0,72.22222222222223,7863.0,2396.6424,80.3362106464042,21.931903836135167,2008.0,209347.99634567415,0
LLAN0028,LLANITO-28,7533,Santander,Valle Medio del Magdalena,7.155039,-73.852506,1025231.010843,1282666.636956,268.0,81.6864,27.791567999999998,154.0,67.77777777777779,7482.0,2280.5136,75.41024819159897,20.880682400490382,2008.0,207413.73342557438,0
LLAN0029,LLANITO-29,8045,Santander,Valle Medio del Magdalena,7.159472,-73.828044,1027932.815311,1283158.346169,285.0,86.86800000000001,27.76566,144.0,62.22222222222223,8045.0,2452.116,70.56541725104546,17.45421393239368,2008.0,209414.78903942404,0
LLAN0003,LLANITO-3,7993,Santander,Valle Medio del Magdalena,7.178356,-73.815692,1029296.122214,1285247.505831,294.0,89.61120000000001,27.751943999999998,145.0,62.77777777777778,7982.0,2432.9136000000003,71.04171377954727,17.79338558490004,2008.0,211912.71058512366,0
LLAN0030,LLANITO-30,7687,Santander,Valle Medio del Magdalena,7.161217,-73.837706,1026865.511295,1283350.701201,242.0,73.7616,27.831191999999998,149.0,65.0,7687.0,2342.9976,72.89176321731131,19.232017658622997,2008.0,208934.84072764314,0
LLAN0031,LLANITO-31,7602,Santander,Valle Medio del Magdalena,7.174889,-73.833758,1027300.72494,1284862.994977,323.0,98.4504,27.707748,141.0,60.55555555555556,7602.0,2317.0896000000002,68.33985034262963,17.53583562009412,2008.0,210416.95699183637,0
LLAN0032,LLANITO-32,7600,Santander,Valle Medio del Magdalena,7.147858,-73.857744,1024652.699419,1281872.224642,304.0,92.6592,27.736704,144.0,62.22222222222223,7600.0,2316.48,70.00398748299544,18.24634077695272,2008.0,206428.06965589835,0
LLAN0033,LLANITO-33,7851,Santander,Valle Medio del Magdalena,7.173731,-73.824225,1028353.835282,1284735.4723,249.0,75.8952,27.820524,144.0,62.22222222222223,7851.0,2392.9848,70.32107459084611,17.76047661934422,2008.0,210938.25509017496,0
LLAN0034,LLANITO-34,7530,Santander,Valle Medio del Magdalena,7.19075,-73.833708,1027305.301557,1286617.139125,253.0,77.1144,27.814428,144.0,62.22222222222223,7530.0,2295.1440000000002,69.91543386170599,18.34351389791054,2008.0,211843.7020551098,0
LLAN0035,LLANITO-35,7341,Santander,Valle Medio del Magdalena,7.180092,-73.841428,1026453.259769,1285437.943197,261.0,79.5528,27.802236,140.0,60.0,7341.0,2237.5368000000003,67.45399482551407,17.721164999616573,2008.0,210384.32295847434,0
LLAN0037,LLANITO-37,7863,Santander,Valle Medio del Magdalena,7.152608,-73.849064,1025611.328859,1282398.018214,333.0,101.4984,27.692508,142.0,61.111111111111114,7863.0,2396.6424,69.22509953529308,17.329490430150564,2008.0,207420.60380384812,0
LLAN0039,LLANITO-39,7702,Santander,Valle Medio del Magdalena,7.168569,-73.832792,1027407.872424,1284164.154649,296.0,90.22080000000001,27.748896,142.0,61.111111111111114,7702.0,2347.5696000000003,69.02183105490586,17.58113372012734,2008.0,209914.50526806407,0
LLAN0004,LLANITO-4,8693,Santander,Valle Medio del Magdalena,7.180078,-73.808856,1030051.113134,1285438.413424,316.0,96.3168,27.718415999999998,150.0,65.55555555555556,8693.0,2649.6264,74.70660510630303,17.733892259792942,2008.0,212517.51080071193,0
LLAN0041,LLANITO-41,7539,Santander,Valle Medio del Magdalena,7.160944,-73.853892,1025077.574818,1283319.671899,240.0,73.152,27.834239999999998,145.0,62.77777777777778,7539.0,2297.8872,70.48237688153142,18.559717327086997,2008.0,207853.69282078487,0
LLAN0005,LLANITO-5,8210,Santander,Valle Medio del Magdalena,7.1662,-73.819408,1028886.359169,1283902.933778,329.0,100.2792,27.698604,151.0,66.11111111111111,8210.0,2502.408,74.66139961512539,18.767041831358192,2008.0,210584.49696340226,0
LLAN0055,LLANITO-55,7529,Santander,Valle Medio del Magdalena,7.169125,-73.848956,1025622.37028,1284224.667059,245.0,74.676,27.82662,140.0,60.0,7471.0,2277.1608,67.61854888813492,17.47436056695466,2008.0,208909.61979289108,0
LLAN0057,LLANITO-57,7452,Santander,Valle Medio del Magdalena,7.170067,-73.842722,1026310.859115,1284329.165782,256.0,78.0288,27.809856,150.0,65.55555555555556,7452.0,2271.3696,73.15005697001384,19.961613015342742,2008.0,209399.70134183945,0
LLAN0060,LLANITO-60,7750,Santander,Valle Medio del Magdalena,7.172389,-73.8304,1027671.830235,1284586.71145,314.0,95.7072,27.721464,146.0,63.333333333333336,7749.999999999999,2362.2,71.30469544666394,18.450271546297497,2008.0,210412.9580024099,0
LLAN0069,LLANITO-69,7375,Santander,Valle Medio del Magdalena,7.175942,-73.843656,1026207.419757,1284978.850905,263.0,80.1624,27.799188,140.0,60.0,7375.0,2247.9,67.49703483237478,17.659970119833968,2008.0,209866.58685624157,0
LLAN0007,LLANITO-7,8105,Santander,Valle Medio del Magdalena,7.141731,-73.833825,1027295.328022,1281195.888682,317.0,96.6216,27.716891999999998,174.0,78.88888888888889,8115.0,2473.452,87.32003374369837,24.097149143665764,2008.0,207453.51457233238,0
LLAN0071,LLANITO-71,7513,Santander,Valle Medio del Magdalena,7.176944,-73.837703,1026864.899139,1285090.087762,329.0,100.2792,27.698604,142.0,61.111111111111114,7513.0,2289.9624,68.78281171055488,17.940996634073503,2008.0,210343.80395087268,0
LLAN0072,LLANITO-72,7840,Santander,Valle Medio del Magdalena,7.162161,-73.83155,1027545.415955,1283455.510387,205.0,62.484,27.88758,144.0,62.22222222222223,7840.0,2389.632,70.30719762839465,17.751527276331522,2008.0,209423.56392411402,0
LLAN0074,LLANITO-74,8031,Santander,Valle Medio del Magdalena,7.1609,-73.847619,1025770.429205,1283315.108491,300.0,91.44,27.7428,140.0,60.0,8031.0,2447.8488,68.32559008930411,16.57896112264128,2008.0,208258.10686124564,0
LLAN0075,LLANITO-75,7520,Santander,Valle Medio del Magdalena,7.173317,-73.844953,1026064.28217,1284688.468294,265.0,80.772,27.796139999999998,139.0,59.44444444444445,7541.0,2298.4968,67.15157402328141,17.122248777236244,2008.0,209546.4100350965,0
LLAN0076,LLANITO-76,8501,Santander,Valle Medio del Magdalena,7.173192,-73.840453,1026561.356068,1284674.90213,280.0,85.34400000000001,27.77328,140.0,60.0,7501.0,2286.3048000000003,67.65651532197302,17.444408690378037,2008.0,209827.95246298608,0
LLAN0077,LLANITO-77,7800,Santander,Valle Medio del Magdalena,7.153872,-73.842886,1026293.682376,1282538.146018,292.0,89.00160000000001,27.754991999999998,140.0,60.0,7800.0,2377.44,68.03449639363087,16.942385252048787,2008.0,207938.3576714366,0
LLAN0078,LLANITO-78,7527,Santander,Valle Medio del Magdalena,7.176914,-73.827117,1028034.225351,1285087.348275,266.0,81.0768,27.794615999999998,142.0,61.111111111111114,7527.0,2294.2296,68.80052681341283,17.873499153446904,2008.0,211032.87257917877,0
LLAN0079,LLANITO-79,8270,Santander,Valle Medio del Magdalena,7.160178,-73.843772,1026195.440678,1283235.455184,278.0,84.73440000000001,27.776328,145.0,62.77777777777778,8270.0,2520.696,71.4031733315584,17.307460055301554,2008.0,208444.61857662778,0
LLAN0008,LLANITO-8,8068,Santander,Valle Medio del Magdalena,7.127336,-73.825511,1028214.620633,1279604.447613,305.0,92.964,27.73518,142.0,61.111111111111114,8068.0,2459.1264,69.4832179494229,16.976775959715976,2008.0,206732.02419228034,0
LLAN0080,LLANITO-80D,7960,Santander,Valle Medio del Magdalena,7.162053,-73.831381,1027564.134727,1283443.543232,226.0,68.8848,27.855576,146.0,63.333333333333336,7960.0,2426.208,71.56957009607507,18.01741404532302,2008.0,209425.04412536547,0
LLAN0081,LLANITO-81,7880,Santander,Valle Medio del Magdalena,7.153025,-73.846011,1025948.530452,1282444.27363,290.0,88.39200000000001,27.758039999999998,145.0,62.77777777777778,7880.0,2401.824,70.91320445460437,17.967663098796738,2008.0,207657.7541242597,0
LLAN0082,LLANITO-82,7371,Santander,Valle Medio del Magdalena,7.185992,-73.826519,1028099.644964,1286091.334766,336.0,102.4128,27.687936,146.0,63.333333333333336,7360.0,2243.328,70.81137998982085,19.22297764295763,2008.0,211884.73055994112,0
LLAN0083,LLANITO-83,7600,Santander,Valle Medio del Magdalena,7.180072,-73.834708,1027195.481167,1285436.179821,285.0,86.86800000000001,27.76566,146.0,63.333333333333336,7600.0,2316.48,71.11509859410654,18.71349573236399,2008.0,210819.6271104419,0
LLAN0084,LLANITO-84,7650,Santander,Valle Medio del Magdalena,7.1688,-73.843469,1026228.395833,1284189.033888,266.0,81.0768,27.794615999999998,145.0,62.77777777777778,7660.0,2334.768,70.63541223240311,18.349059192349355,2008.0,209237.33852947463,0
LLAN0085,LLANITO-85,7975,Santander,Valle Medio del Magdalena,7.148644,-73.851444,1025348.587426,1281959.504339,280.0,85.34400000000001,27.77328,146.0,63.333333333333336,7980.0,2432.304,71.59475166619814,18.016445175520055,2008.0,206909.96693664492,0
LLAN0086,LLANITO-86,7847,Santander,Valle Medio del Magdalena,7.18036,-73.835074,1027155.047611,1285468.020231,278.0,84.73440000000001,27.776328,141.0,60.55555555555556,7847.0,2391.7656,68.64936200177101,17.089063410633134,2008.0,210821.61949278138,0
LLAN0009,LLANITO-9,7805,Santander,Valle Medio del Magdalena,7.158647,-73.840344,1026574.172361,1283066.377142,324.0,98.7552,27.706224,144.0,62.22222222222223,7790.0,2374.3920000000003,70.2440947973402,17.91526874978529,2008.0,208532.03912357462,0
LLAN0090,LLANITO-90,7940,Santander,Valle Medio del Magdalena,7.161058,-73.854014,1025064.070125,1283332.261851,256.0,78.0288,27.809856,148.0,64.44444444444444,7940.0,2420.112,72.65549096614176,18.530396513112517,2008.0,207856.0108501707,0
LLAN0091,LLANITO-91,7738,Santander,Valle Medio del Magdalena,7.145897,-73.853978,1025068.884827,1281655.542924,315.0,96.012,27.719939999999998,149.0,65.0,7330.0,2234.184,72.440070093739,20.016314723290023,2008.0,206498.2334834166,0
LLAN0092,LLANITO-92,5980,Santander,Valle Medio del Magdalena,7.172992,-73.845356,1026019.807641,1284652.502455,266.0,81.0768,27.794615999999998,146.0,63.333333333333336,7855.0,2394.204,71.43723134062367,18.228444752670896,2008.0,209491.02002249865,0
LLAN0093,LLANITO-93D,7700,Santander,Valle Medio del Magdalena,7.189994,-73.833553,1027322.522486,1286533.583613,262.0,79.8576,27.800712,145.0,62.77777777777778,7700.0,2346.96,70.68597031676453,18.272683947218752,2008.0,211785.802419675,0
LLAN0094,LLANITO-94,5359,Santander,Valle Medio del Magdalena,7.172969,-73.845303,1026025.64116,1284650.039208,265.0,80.772,27.796139999999998,146.0,63.333333333333336,7604.0,2317.6992,71.12015761118457,18.692683507499407,2008.0,209492.39625809022,0
LLAN0095,LLANITO-95D,8066,Santander,Valle Medio del Magdalena,7.169,-73.832583,1027430.86663,1284211.78881,273.0,83.2104,27.783948,150.0,65.55555555555556,8062.0,2457.2976000000003,73.92012147147426,18.77516726971705,2008.0,209966.75234153666,0
LLAN0096,LLANITO-96,7734,Santander,Valle Medio del Magdalena,7.156322,-73.84345,1026231.251888,1282809.068408,286.0,87.17280000000001,27.764136,147.0,63.88888888888889,7734.0,2357.3232000000003,71.84004036526022,18.697437994611946,2008.0,208120.51194906057,0
LLAN0097,LLANITO-97,7796,Santander,Valle Medio del Magdalena,7.154361,-73.840314,1026577.78946,1282592.363088,328.0,99.9744,27.700128,146.0,63.333333333333336,7796.0,2376.2208,71.36278038839063,18.374829640574912,2008.0,208150.88893833032,0
LLAN0098,LLANITO-98,7632,Santander,Valle Medio del Magdalena,7.168606,-73.843108,1026268.294197,1284167.555103,250.0,76.2,27.819,146.0,63.333333333333336,7649.999999999999,2331.72,71.17832544752464,18.59542545739825,2008.0,209243.45628564342,0
LLAN0099,LLANITO-99,7492,Santander,Valle Medio del Magdalena,7.165394,-73.847928,1025736.110621,1283812.14358,250.0,76.2,27.819,145.0,62.77777777777778,7500.0,2286.0,70.43302762434772,18.641306922286837,2008.0,208641.25357018097,0
LLNS0001,LLANOS-1,11808,Meta,Llanos Orientales,4.1469,-73.3824,1077565.008,950032.744,892.0,271.8816,26.840592,230.0,110.0,11820.0,3602.7360000000003,122.55483340531813,26.567098284558767,2009.0,200956.09689831774,0
LLAU0001,LLANURA-1,11410,Casanare,Llanos Orientales,5.495189,-71.739933,1259489.039338,1099606.930527,569.0,173.43120000000002,27.332843999999998,120.0,48.88888888888889,2030.0,618.744,50.36086528758419,37.217364996806744,2009.0,356778.67799300805,0
LOBI0001,LOBITA-1,8304,Bolivar,Valle Inferior del Magdalena,9.291914,-74.675231,934700.003589,1519050.052821,63.0,19.2024,28.103987999999998,175.0,79.44444444444444,8284.0,2524.9632,88.08734811821591,23.756132413421277,2008.0,406285.4898545731,0
LMLM0001,LOMA LARGA-1,4457.1001,Huila,Valle Superior del Magdalena,3.154619,-75.269736,867845.766536,840349.736826,397.0,121.0056,27.594972,128.0,53.333333333333336,4500.0,1371.6000000000001,57.312915240575684,21.666625284759174,2008.0,88083.1932084653,0
LOMA0001,LOMA-1,5504,Antioquia,Valle Medio del Magdalena,7.049881,-74.030219,1005601.468109,1271030.954837,291.0,88.69680000000001,27.756515999999998,154.0,67.77777777777779,5505.0,1677.924,72.94152710709058,26.929116638829043,2008.0,186607.55657946563,0
LORA0001,LORA-1,11006,Santander,Valle Medio del Magdalena,7.624083,-73.641922,1048441.904408,1334558.458619,247.0,75.2856,27.823572,142.0,61.111111111111114,6411.0,1954.0728000000001,67.39238170084786,20.249404065625324,2008.0,263485.7135343492,0
LORI0001,LORICA-1,9003,Cordoba,Sinú-San Jacinto,9.392925,-75.733014,818507.867502,1530594.819479,113.0,34.4424,28.027788,164.0,73.33333333333334,9020.0,2749.2960000000003,82.88484529815184,19.953128836673766,2008.0,424930.3550740023,0
